movie,year,genres,runtime_minutes,averagerating,numvotes,studio,domestic_gross,foreign_gross
You're Not You,2014,['Drama'],102.0,7.4,22156,EOne,11500.0,0.0
Tyrannosaur,2011,['Drama'],92.0,7.6,28454,Strand,22300.0,0.0
The Muppets,2011,"['Adventure', 'Comedy', 'Family']",103.0,7.1,82752,BV,88600000.0,76600000.0
Last Vegas,2013,"['Comedy', 'Drama']",105.0,6.6,121409,CBS,63900000.0,70500000.0
Ouija,2014,"['Horror', 'Mystery', 'Thriller']",89.0,4.5,44054,Uni.,50900000.0,52700000.0
Jack Ryan: Shadow Recruit,2014,"['Action', 'Drama', 'Thriller']",105.0,6.2,114913,Par.,50600000.0,84900000.0
Out of the Furnace,2013,"['Crime', 'Drama', 'Thriller']",116.0,6.8,99037,Rela.,11300000.0,4300000.0
Moneyball,2011,"['Biography', 'Drama', 'Sport']",133.0,7.6,326657,Sony,75600000.0,34600000.0
The Lone Ranger,2013,"['Action', 'Adventure', 'Western']",150.0,6.4,208827,BV,89300000.0,171200000.0
Doctor Strange,2016,"['Action', 'Adventure', 'Fantasy']",115.0,7.5,514510,BV,232600000.0,445100000.0
Escape Plan,2013,"['Action', 'Crime', 'Mystery']",115.0,6.7,211587,LG/S,25100000.0,112200000.0
Hereafter,2010,"['Drama', 'Fantasy', 'Romance']",129.0,6.5,87288,WB,32700000.0,72500000.0
The Lost City of Z,2016,"['Adventure', 'Biography', 'Drama']",141.0,6.6,66475,BST,8600000.0,10700000.0
The Back-up Plan,2010,"['Comedy', 'Romance']",104.0,5.4,46128,CBS,37500000.0,40000000.0
Lawless,2012,"['Crime', 'Drama']",116.0,7.3,214055,Wein.,37400000.0,16300000.0
An Invisible Sign,2010,"['Comedy', 'Drama', 'Family']",96.0,5.4,3789,IFC,1300.0,0.0
Alpha and Omega,2010,"['Adventure', 'Animation', 'Comedy']",90.0,5.3,12463,LGF,25100000.0,25400000.0
First Man,2018,"['Biography', 'Drama', 'History']",141.0,7.4,120009,Uni.,44900000.0,60800000.0
London Boulevard,2010,"['Crime', 'Drama']",103.0,6.2,44610,IFC,16100.0,4600000.0
The World's End,2013,"['Action', 'Comedy', 'Sci-Fi']",109.0,7.0,235308,Focus,26000000.0,20100000.0
Seeking Justice,2011,"['Action', 'Crime', 'Drama']",105.0,6.2,42846,Anch.,412000.0,11900000.0
Cars 2,2011,"['Adventure', 'Animation', 'Comedy']",106.0,6.2,138914,BV,191500000.0,370700000.0
Kill the Messenger,2014,"['Biography', 'Crime', 'Drama']",112.0,7.0,41231,Focus,2500000.0,0.0
Leap Year,2010,"['Comedy', 'Romance']",100.0,6.5,86125,Uni.,25900000.0,6700000.0
Brave,2012,"['Adventure', 'Animation', 'Comedy']",93.0,7.1,338728,BV,237300000.0,303200000.0
Limitless,2011,"['Mystery', 'Sci-Fi', 'Thriller']",105.0,7.4,492490,Rela.,79200000.0,82600000.0
Legend of the Guardians: The Owls of Ga'Hoole,2010,"['Action', 'Adventure', 'Animation']",97.0,7.0,73790,WB,55700000.0,84400000.0
Resident Evil: Afterlife,2010,"['Action', 'Adventure', 'Horror']",96.0,5.9,153270,SGem,60100000.0,240100000.0
Henry's Crime,2010,"['Comedy', 'Crime', 'Drama']",108.0,6.0,17764,MPFT,103000.0,102000.0
Chimpanzee,2012,['Documentary'],78.0,7.2,5539,BV,29000000.0,5900000.0
Zookeeper,2011,"['Comedy', 'Family', 'Romance']",102.0,5.2,52396,Sony,80400000.0,89500000.0
African Cats,2011,"['Adventure', 'Documentary']",89.0,7.6,5784,BV,15400000.0,15400000.0
Get Him to the Greek,2010,"['Adventure', 'Comedy', 'Music']",109.0,6.4,161653,Uni.,61000000.0,30300000.0
A Late Quartet,2012,"['Drama', 'Music']",105.0,7.1,12974,EOne,1600000.0,0.0
Edge of Darkness,2010,"['Crime', 'Drama', 'Mystery']",117.0,6.6,84753,WB,43300000.0,37800000.0
The Debt,2010,"['Drama', 'Thriller']",113.0,6.9,61046,Focus,31200000.0,14500000.0
Beautiful Boy,2018,"['Biography', 'Drama']",120.0,7.3,30368,Anch.,77200.0,0.0
Iron Man 2,2010,"['Action', 'Adventure', 'Sci-Fi']",124.0,7.0,657690,Par.,312400000.0,311500000.0
Let Me In,2010,"['Drama', 'Fantasy', 'Horror']",116.0,7.1,107012,Over.,12100000.0,12000000.0
Mission: Impossible - Ghost Protocol,2011,"['Action', 'Adventure', 'Thriller']",132.0,7.4,428142,Par.,209400000.0,485300000.0
Anchorman 2: The Legend Continues,2013,['Comedy'],119.0,6.3,156116,Par.,125200000.0,46300000.0
Jane Eyre,2011,"['Drama', 'Romance']",120.0,7.4,74998,Focus,11200000.0,23500000.0
Due Date,2010,"['Adventure', 'Comedy']",95.0,6.5,303523,WB,100500000.0,111200000.0
A Good Old Fashioned Orgy,2011,"['Comedy', 'Romance']",95.0,6.2,19805,Gold.,200000.0,0.0
Hot Tub Time Machine,2010,"['Comedy', 'Sci-Fi']",101.0,6.4,153962,MGM,50300000.0,14300000.0
That's My Boy,2012,['Comedy'],116.0,5.6,83009,Sony,36900000.0,20800000.0
21 Jump Street,2012,"['Action', 'Comedy', 'Crime']",109.0,7.2,477771,Sony,138400000.0,63100000.0
Brighton Rock,2010,"['Crime', 'Drama', 'Thriller']",111.0,5.7,5784,IFC,230000.0,1600000.0
Greenberg,2010,"['Comedy', 'Drama', 'Romance']",107.0,6.1,33702,Focus,4200000.0,1900000.0
The Future,2011,"['Drama', 'Fantasy', 'Romance']",91.0,6.2,7648,RAtt.,569000.0,0.0
Wild Target,2010,"['Action', 'Comedy', 'Crime']",98.0,6.8,33915,Free,109000.0,3300000.0
Broken City,2013,"['Crime', 'Drama', 'Thriller']",109.0,6.2,71704,Fox,19700000.0,0.0
Chico & Rita,2010,"['Animation', 'Crime', 'Drama']",94.0,7.2,7992,GK,351000.0,1900000.0
Mysteries of Lisbon,2010,"['Drama', 'Mystery', 'Romance']",272.0,7.5,2928,MBox,111000.0,14900.0
Your Highness,2011,"['Adventure', 'Comedy', 'Fantasy']",102.0,5.5,92940,Uni.,21600000.0,3300000.0
I Spit on Your Grave,2010,"['Horror', 'Thriller']",108.0,6.3,68592,Anch.,93100.0,480000.0
We Need to Talk About Kevin,2011,"['Drama', 'Mystery', 'Thriller']",112.0,7.5,123619,Osci.,1700000.0,4300000.0
Bellflower,2011,"['Action', 'Drama', 'Romance']",106.0,6.4,7321,Osci.,168000.0,0.0
The Tourist,2010,"['Action', 'Adventure', 'Thriller']",103.0,6.0,206714,Sony,67600000.0,210700000.0
Aloha,2015,"['Comedy', 'Drama', 'Romance']",105.0,5.4,54646,Sony,21100000.0,5200000.0
Extraordinary Measures,2010,['Drama'],106.0,6.5,15673,CBS,12100000.0,3100000.0
Conviction,2010,"['Biography', 'Crime', 'Drama']",107.0,7.2,39771,FoxS,6800000.0,2900000.0
This Is the End,2013,"['Comedy', 'Fantasy']",107.0,6.6,360556,Sony,101500000.0,24600000.0
RED,2010,"['Action', 'Comedy', 'Crime']",111.0,7.1,271570,Sum.,90400000.0,108600000.0
Snatched,2011,['Comedy'],81.0,5.5,61,Fox,45900000.0,15000000.0
High School,2010,['Comedy'],99.0,5.8,7060,Anch.,139000.0,0.0
Serena,2014,"['Drama', 'History', 'Romance']",109.0,5.4,24288,Magn.,176000.0,4900000.0
Kick-Ass,2010,"['Action', 'Comedy']",117.0,7.6,497363,LGF,48100000.0,48100000.0
300: Rise of an Empire,2014,"['Action', 'Fantasy', 'War']",102.0,6.2,262978,WB,106600000.0,231000000.0
Immortals,2011,"['Action', 'Drama', 'Fantasy']",110.0,6.0,152992,Rela.,83500000.0,143400000.0
The Man with the Iron Fists,2012,['Action'],95.0,5.4,58185,Uni.,15600000.0,4099999.0
The Cabin in the Woods,2011,['Horror'],95.0,7.0,338445,LGF,42100000.0,24400000.0
Den of Thieves,2018,"['Action', 'Crime', 'Drama']",140.0,7.0,69648,STX,44900000.0,35600000.0
Sex and the City 2,2010,"['Comedy', 'Drama', 'Romance']",146.0,4.4,69199,WB (NL),95300000.0,193000000.0
Take Me Home,2011,"['Comedy', 'Romance']",97.0,6.8,6922,Mont.,15800.0,0.0
Scream 4,2011,"['Horror', 'Mystery']",111.0,6.2,118779,W/Dim.,38200000.0,59000000.0
The Roommate,2011,"['Drama', 'Thriller']",91.0,4.9,33062,SGem,37300000.0,3200000.0
Waste Land,2010,['Documentary'],99.0,7.9,8007,Arth.,188000.0,88700.0
A Very Harold & Kumar 3D Christmas,2011,"['Adventure', 'Comedy']",90.0,6.3,62151,WB,35100000.0,326000.0
The Devil's Double,2011,"['Biography', 'Drama', 'Thriller']",109.0,7.1,58342,LGF,1400000.0,0.0
Don't Be Afraid of the Dark,2010,"['Fantasy', 'Horror', 'Thriller']",99.0,5.6,44490,FD,24000000.0,12900000.0
X-Men: First Class,2011,"['Action', 'Adventure', 'Sci-Fi']",131.0,7.7,608930,Fox,146400000.0,207200000.0
Norwegian Wood,2010,"['Drama', 'Romance']",133.0,6.4,10226,RF,13000.0,17600000.0
2 Guns,2013,"['Action', 'Comedy', 'Crime']",109.0,6.7,182025,Uni.,75600000.0,56300000.0
The Spy Next Door,2010,"['Action', 'Comedy', 'Family']",94.0,5.5,36767,LGF,24300000.0,20900000.0
The Tempest,2010,"['Comedy', 'Drama', 'Fantasy']",110.0,5.4,7073,Mira.,278000.0,68700.0
Looper,2012,"['Action', 'Crime', 'Drama']",113.0,7.4,500595,TriS,66500000.0,110000000.0
A Royal Affair,2012,"['Biography', 'Drama', 'History']",137.0,7.6,40993,Magn.,1500000.0,6000000.0
Madagascar 3: Europe's Most Wanted,2012,"['Adventure', 'Animation', 'Comedy']",93.0,6.8,146858,P/DW,216400000.0,530500000.0
Jack Goes Boating,2010,"['Drama', 'Romance']",91.0,6.4,7644,Over.,542000.0,77600.0
Date Night,2010,"['Comedy', 'Crime', 'Romance']",88.0,6.3,144683,Fox,98700000.0,53600000.0
Easy A,2010,"['Comedy', 'Drama', 'Romance']",92.0,7.1,330125,SGem,58400000.0,16600000.0
Bad Teacher,2011,"['Comedy', 'Romance']",92.0,5.7,181189,Sony,100300000.0,115900000.0
The Social Network,2010,"['Biography', 'Drama']",120.0,7.7,568578,Sony,97000000.0,128000000.0
Don 2,2011,"['Action', 'Crime', 'Thriller']",148.0,7.1,46503,Relbig.,3700000.0,0.0
Cats & Dogs: The Revenge of Kitty Galore,2010,"['Action', 'Comedy', 'Family']",82.0,4.3,12642,WB,43600000.0,68900000.0
Poetry,2010,['Drama'],139.0,7.8,8682,Kino,356000.0,1900000.0
Raajneeti,2010,"['Crime', 'Drama']",163.0,7.2,15214,UTV,1500000.0,11100000.0
Warrior,2011,"['Drama', 'Sport']",140.0,8.2,403755,LGF,13700000.0,9400000.0
How to Be Single,2016,"['Comedy', 'Drama', 'Romance']",110.0,6.1,74329,WB (NL),46800000.0,65500000.0
Casting By,2012,['Documentary'],89.0,7.6,1360,SD,18200.0,0.0
As Good as Dead,2010,"['Crime', 'Thriller']",100.0,5.2,1441,First,2000.0,53600.0
The Last Song,2010,"['Drama', 'Music', 'Romance']",107.0,6.0,74914,BV,63000000.0,26100000.0
Last Night,2010,"['Drama', 'Romance']",93.0,6.6,44728,Trib.,99000.0,7600000.0
Eva,2011,"['Drama', 'Fantasy', 'Sci-Fi']",94.0,6.7,8938,Wein.,16700.0,0.0
The Watch,2012,"['Action', 'Comedy', 'Horror']",102.0,5.7,115757,Fox,35400000.0,32900000.0
Pirates of the Caribbean: On Stranger Tides,2011,"['Action', 'Adventure', 'Fantasy']",136.0,6.6,447624,BV,241100000.0,804600000.0
Iron Man 3,2013,"['Action', 'Adventure', 'Sci-Fi']",130.0,7.2,692794,BV,409000000.0,805800000.0
Kung Fu Panda 2,2011,"['Action', 'Adventure', 'Animation']",90.0,7.2,228465,P/DW,165200000.0,500400000.0
Yogi Bear,2010,"['Adventure', 'Animation', 'Comedy']",80.0,4.6,18934,WB,100200000.0,101300000.0
Our Family Wedding,2010,"['Comedy', 'Romance']",103.0,4.9,6417,FoxS,20300000.0,1200000.0
Mars Needs Moms,2011,"['Adventure', 'Animation', 'Family']",88.0,5.4,19823,BV,21400000.0,17600000.0
50/50,2011,"['Comedy', 'Drama', 'Romance']",100.0,7.7,300475,Sum.,35000000.0,4200000.0
Seeking a Friend for the End of the World,2012,"['Adventure', 'Comedy', 'Drama']",101.0,6.7,102047,Focus,7100000.0,2600000.0
The Taqwacores,2010,"['Drama', 'Music']",83.0,6.1,506,Strand,11400.0,0.0
The Happytime Murders,2018,"['Action', 'Comedy', 'Crime']",91.0,5.3,16988,STX,20700000.0,6800000.0
Bullet to the Head,2012,"['Action', 'Crime', 'Thriller']",92.0,5.7,44816,WB,9500000.0,0.0
Kill Your Darlings,2013,"['Biography', 'Drama', 'Romance']",104.0,6.5,32625,SPC,1000000.0,0.0
The Human Resources Manager,2010,"['Comedy', 'Drama']",103.0,6.6,1266,FM,64000.0,329000.0
Animal Kingdom,2010,"['Crime', 'Drama']",113.0,7.3,51576,SPC,1000000.0,5700000.0
The Oranges,2011,"['Comedy', 'Drama', 'Romance']",90.0,5.9,12028,ATO,366000.0,0.0
The Housemaid,2010,"['Drama', 'Thriller']",106.0,6.5,8295,IFC,158000.0,14600000.0
Devil,2010,"['Horror', 'Mystery', 'Thriller']",80.0,6.2,122080,Uni.,33600000.0,29100000.0
Cherry,2010,"['Comedy', 'Drama']",99.0,6.8,4158,Abr.,11400.0,0.0
The Turin Horse,2011,['Drama'],155.0,7.8,13459,CGld,56400.0,0.0
There Be Dragons,2011,"['Biography', 'Drama', 'War']",122.0,5.8,4326,Gold.,1100000.0,0.0
Wrecked,2010,"['Adventure', 'Drama', 'Mystery']",91.0,5.3,14324,IFC,8000.0,0.0
Rise of the Planet of the Apes,2011,"['Action', 'Drama', 'Sci-Fi']",105.0,7.6,473020,Fox,176800000.0,305000000.0
The Interrupters,2011,"['Crime', 'Documentary']",125.0,7.5,3327,CGld,282000.0,0.0
Burke and Hare,2010,"['Comedy', 'Crime', 'History']",91.0,6.2,18431,IFC,4800.0,4300000.0
The Last Exorcism,2010,"['Drama', 'Horror', 'Thriller']",87.0,5.6,45815,LGF,41000000.0,26700000.0
The Expendables,2010,"['Action', 'Adventure', 'Thriller']",103.0,6.5,307897,LGF,103100000.0,171400000.0
Gulliver's Travels,2010,"['Adventure', 'Comedy', 'Family']",85.0,4.9,61178,Fox,42800000.0,194600000.0
The Beaver,2011,['Drama'],91.0,6.7,45173,Sum.,971000.0,6300000.0
Gangster Squad,2013,"['Action', 'Crime', 'Drama']",113.0,6.7,195560,WB,46000000.0,59200000.0
August: Osage County,2013,"['Comedy', 'Drama']",121.0,7.2,79383,Wein.,37700000.0,36500000.0
Going the Distance,2010,"['Comedy', 'Romance']",102.0,6.3,54421,WB (NL),17800000.0,24200000.0
Sunshine Superman,2014,"['Biography', 'Documentary', 'Sport']",100.0,6.9,1214,Magn.,88100.0,0.0
Frozen,2010,"['Adventure', 'Drama', 'Sport']",93.0,6.2,62311,BV,400700000.0,875700000.0
Despicable Me,2010,"['Animation', 'Comedy', 'Family']",95.0,7.7,464511,Uni.,251500000.0,291600000.0
The Mill and the Cross,2011,"['Drama', 'History']",92.0,7.0,3519,KC,312000.0,30300.0
The Twilight Saga: Eclipse,2010,"['Adventure', 'Drama', 'Fantasy']",124.0,5.0,211733,Sum.,300500000.0,398000000.0
The Lucky One,2012,"['Drama', 'Romance']",101.0,6.5,94359,WB,60500000.0,38900000.0
Cyrus,2010,"['Crime', 'Horror', 'Mystery']",87.0,4.7,944,FoxS,7500000.0,2500000.0
Lee Daniels' The Butler,2013,"['Biography', 'Drama']",132.0,7.2,102468,Wein.,116600000.0,60000000.0
Gainsbourg: A Heroic Life,2010,"['Biography', 'Drama', 'Music']",135.0,6.9,8973,MBox,233000.0,12000000.0
King of Devil's Island,2010,"['Action', 'Drama']",116.0,7.5,16289,FM,7600.0,4200000.0
Movie 43,2013,['Comedy'],94.0,4.3,92980,Rela.,8800000.0,23600000.0
Never Let Me Go,2010,"['Drama', 'Romance', 'Sci-Fi']",103.0,7.1,130084,FoxS,2400000.0,7000000.0
Raavan,2010,"['Action', 'Adventure', 'Crime']",130.0,5.4,3847,Relbig.,709000.0,648000.0
47 Ronin,2013,"['Action', 'Adventure', 'Drama']",128.0,6.3,135754,Uni.,38400000.0,113400000.0
Rock of Ages,2012,"['Comedy', 'Drama', 'Musical']",123.0,5.9,69910,WB (NL),38500000.0,20900000.0
Cyrus,2010,"['Comedy', 'Drama', 'Romance']",91.0,6.3,32457,FoxS,7500000.0,2500000.0
The Robber,2010,"['Biography', 'Crime', 'Drama']",90.0,6.8,4130,Kino,83500.0,125000.0
In a Better World,2010,"['Drama', 'Romance']",118.0,7.6,36553,SPC,1000000.0,8600000.0
Four Lions,2010,"['Comedy', 'Crime', 'Drama']",97.0,7.3,66209,Drft.,305000.0,4400000.0
How Do You Know,2010,"['Comedy', 'Drama', 'Romance']",121.0,5.4,41072,Sony,30200000.0,18500000.0
Ceremony,2010,"['Comedy', 'Romance']",89.0,5.5,3951,Magn.,22300.0,0.0
Dredd,2012,"['Action', 'Crime', 'Sci-Fi']",95.0,7.1,234616,LGF,13400000.0,22200000.0
Reuniting the Rubins,2010,"['Comedy', 'Drama', 'Family']",97.0,5.3,348,Mont.,13600.0,0.0
The Dark Knight Rises,2012,"['Action', 'Thriller']",164.0,8.4,1387769,WB,448100000.0,636800000.0
Butter,2011,"['Comedy', 'Drama']",90.0,6.2,19447,RTWC,105000.0,70700.0
Jack the Giant Slayer,2013,"['Adventure', 'Fantasy']",114.0,6.3,123127,WB (NL),65200000.0,132500000.0
If I Stay,2014,"['Drama', 'Fantasy', 'Music']",107.0,6.8,107625,WB (NL),50500000.0,28400000.0
The Infiltrator,2016,"['Biography', 'Crime', 'Drama']",127.0,7.0,61547,BG,15400000.0,0.0
The Rabbi's Cat,2011,"['Animation', 'Comedy', 'Fantasy']",100.0,7.2,2931,GK,23400.0,3700000.0
Black Mass,2015,"['Biography', 'Crime', 'Drama']",123.0,6.9,155847,WB,62600000.0,37200000.0
I'm Still Here,2010,"['Comedy', 'Drama', 'Music']",108.0,6.2,18606,Magn.,409000.0,160000.0
The Extra Man,2010,['Comedy'],108.0,5.9,4580,Magn.,453000.0,4500.0
The Silence,2010,"['Crime', 'Drama', 'Thriller']",118.0,7.0,5792,MBox,100000.0,132000.0
Main Street,2010,['Drama'],92.0,4.7,2397,Magn.,2600.0,0.0
Tomb Raider,2018,"['Action', 'Adventure', 'Fantasy']",119.0,6.3,163560,WB,58300000.0,216400000.0
The Sitter,2011,['Comedy'],81.0,5.7,65575,Fox,30400000.0,4500000.0
The Cold Light of Day,2012,"['Action', 'Thriller']",93.0,4.9,33039,LG/S,3800000.0,13100000.0
Miral,2010,"['Drama', 'History']",112.0,6.3,3067,Wein.,373000.0,527000.0
Branded,2012,"['Drama', 'Fantasy', 'Thriller']",106.0,4.7,8480,RAtt.,354000.0,3400000.0
Cloud Atlas,2012,"['Action', 'Drama', 'Mystery']",172.0,7.4,326473,WB,27100000.0,103400000.0
This Is Where I Leave You,2014,"['Comedy', 'Drama']",103.0,6.6,65202,WB,34300000.0,7000000.0
Made in Dagenham,2010,"['Biography', 'Comedy', 'Drama']",113.0,7.2,13121,SPC,1100000.0,11300000.0
Coriolanus,2011,"['Drama', 'Thriller', 'War']",123.0,6.1,29654,Wein.,757000.0,315000.0
Karthik Calling Karthik,2010,"['Drama', 'Mystery', 'Thriller']",135.0,7.0,9257,Eros,286000.0,7100.0
Pride and Prejudice and Zombies,2016,"['Action', 'Comedy', 'Horror']",108.0,5.8,46187,SGem,10900000.0,5500000.0
Upside Down,2012,"['Drama', 'Fantasy', 'Romance']",109.0,6.4,66347,MNE,105000.0,8000000.0
Inception,2010,"['Action', 'Adventure', 'Sci-Fi']",148.0,8.8,1841066,WB,292600000.0,535700000.0
Grown Ups,2010,['Comedy'],102.0,6.0,210377,Sony,162000000.0,109400000.0
Race 2,2013,"['Action', 'Crime', 'Thriller']",150.0,5.3,14049,UTV,1600000.0,0.0
The Company You Keep,2012,"['Drama', 'Thriller']",125.0,6.4,29665,SPC,5100000.0,14500000.0
Death of a Superhero,2011,"['Animation', 'Drama']",97.0,7.1,3234,Trib.,600.0,0.0
The Adjustment Bureau,2011,"['Romance', 'Sci-Fi', 'Thriller']",106.0,7.1,227616,Uni.,62500000.0,65400000.0
Cop Out,2010,"['Action', 'Comedy', 'Crime']",107.0,5.6,81656,WB,44900000.0,10700000.0
The Other Guys,2010,"['Action', 'Comedy', 'Crime']",107.0,6.7,221664,Sony,119200000.0,51200000.0
A Somewhat Gentle Man,2010,"['Comedy', 'Crime', 'Drama']",113.0,6.9,6259,Strand,37700.0,1800000.0
Suicide Squad,2016,"['Action', 'Adventure', 'Fantasy']",123.0,6.0,533039,WB,325100000.0,421700000.0
Downsizing,2017,"['Drama', 'Sci-Fi']",135.0,5.7,74815,Par.,24400000.0,30600000.0
Stand Up Guys,2012,"['Comedy', 'Crime', 'Thriller']",95.0,6.5,50545,LGF,3300000.0,0.0
Texas Killing Fields,2011,"['Crime', 'Drama', 'History']",105.0,5.7,17413,Anch.,45500.0,912000.0
We Bought a Zoo,2011,"['Comedy', 'Drama', 'Family']",124.0,7.1,126849,Fox,75600000.0,44500000.0
When the Bough Breaks,2016,"['Crime', 'Drama', 'Horror']",107.0,5.1,4729,SGem,29700000.0,911000.0
In the Heart of the Sea,2015,"['Action', 'Adventure', 'Biography']",122.0,6.9,108628,WB,25000000.0,68900000.0
The Hunger Games,2012,"['Action', 'Adventure', 'Sci-Fi']",142.0,7.2,795227,LGF,408000000.0,286400000.0
Mad Max: Fury Road,2015,"['Action', 'Adventure', 'Sci-Fi']",120.0,8.1,780910,WB,153600000.0,224800000.0
Marmaduke,2010,"['Comedy', 'Family']",87.0,4.2,13283,Fox,33600000.0,50100000.0
Prisoners,2013,"['Crime', 'Drama', 'Mystery']",153.0,8.1,526273,WB,61000000.0,61100000.0
Chance Pe Dance,2010,"['Comedy', 'Drama', 'Musical']",122.0,4.7,2501,UTV,169000.0,24300.0
Agent Vinod,2012,"['Action', 'Adventure', 'Thriller']",157.0,5.2,6613,Eros,698000.0,0.0
Mr. Popper's Penguins,2011,"['Comedy', 'Family', 'Fantasy']",94.0,6.0,80540,Fox,68200000.0,119100000.0
It,2017,"['Horror', 'Thriller']",135.0,7.4,359123,WB (NL),327500000.0,372900000.0
Taken 2,2012,"['Action', 'Thriller']",92.0,6.3,273106,Fox,139900000.0,236300000.0
Journey 2: The Mysterious Island,2012,"['Action', 'Adventure', 'Comedy']",94.0,5.8,83507,WB (NL),103900000.0,231400000.0
Straight Outta Compton,2015,"['Biography', 'Drama', 'History']",147.0,7.9,165307,Uni.,161200000.0,40400000.0
Transformers: Dark of the Moon,2011,"['Action', 'Adventure', 'Sci-Fi']",154.0,6.2,366409,P/DW,352400000.0,771400000.0
Winter's Bone,2010,"['Drama', 'Mystery']",100.0,7.2,127751,RAtt.,6500000.0,7300000.0
Rare Exports: A Christmas Tale,2010,"['Adventure', 'Fantasy', 'Horror']",84.0,6.7,23923,Osci.,236000.0,3800000.0
Unknown,2011,"['Action', 'Mystery', 'Thriller']",113.0,6.9,235167,WB,63700000.0,67099999.0
The Little Bedroom,2010,['Drama'],87.0,6.9,184,CLS,7400.0,0.0
Happy Feet Two,2011,"['Adventure', 'Animation', 'Comedy']",100.0,5.9,38396,WB,64000000.0,86400000.0
Aurora,2010,['Drama'],181.0,6.7,1398,CGld,5700.0,5100.0
Hesher,2010,"['Comedy', 'Crime', 'Drama']",106.0,7.0,48483,WHE,383000.0,0.0
Paradise: Love,2012,['Drama'],120.0,7.1,7678,Strand,24300.0,0.0
Wolves,2014,"['Action', 'Fantasy', 'Horror']",91.0,5.3,7312,KE,12100.0,0.0
True Grit,2010,"['Adventure', 'Drama', 'Western']",110.0,7.6,284034,Par.,171200000.0,81000000.0
Remember Me,2010,"['Drama', 'Romance']",113.0,7.1,129443,Sum.,19100000.0,37000000.0
The Romantics,2010,"['Comedy', 'Drama', 'Romance']",95.0,5.1,11069,FOAK,107000.0,17300.0
For Colored Girls,2010,['Drama'],133.0,6.1,6728,LGF,37700000.0,17300.0
Just Wright,2010,"['Comedy', 'Romance', 'Sport']",100.0,5.9,12466,FoxS,21500000.0,29900.0
Twelve,2010,"['Action', 'Crime', 'Drama']",93.0,5.7,11533,Hann.,184000.0,2400000.0
Star Trek Into Darkness,2013,"['Action', 'Adventure', 'Sci-Fi']",132.0,7.7,445535,Par.,228800000.0,238600000.0
Ride Along,2014,"['Action', 'Comedy', 'Crime']",99.0,6.2,94529,Uni.,134900000.0,19500000.0
The Flowers of War,2011,"['Drama', 'History', 'Romance']",146.0,7.6,45784,WHE,311000.0,0.0
No Strings Attached,2011,"['Comedy', 'Romance']",108.0,6.2,197663,Par.,70700000.0,78600000.0
Riddick,2013,"['Action', 'Adventure', 'Sci-Fi']",119.0,6.4,144821,Uni.,42000000.0,56300000.0
The Hangover Part II,2011,"['Comedy', 'Mystery']",102.0,6.5,432800,WB,254500000.0,332300000.0
Hop,2011,"['Adventure', 'Animation', 'Comedy']",95.0,5.4,28893,Uni.,108100000.0,75900000.0
The Best Exotic Marigold Hotel,2011,"['Comedy', 'Drama', 'Romance']",124.0,7.3,85811,FoxS,46400000.0,90400000.0
Table 19,2017,"['Comedy', 'Drama', 'Romance']",87.0,5.8,22751,FoxS,3600000.0,1400000.0
12 Strong,2018,"['Action', 'Drama', 'History']",130.0,6.6,50155,WB,45800000.0,21600000.0
Paranoia,2013,"['Drama', 'Thriller']",106.0,5.7,33149,Rela.,7400000.0,6400000.0
Revenge of the Electric Car,2011,['Documentary'],90.0,7.2,1692,A23,151000.0,0.0
Golden Slumber,2010,"['Action', 'Drama', 'Thriller']",139.0,7.1,907,CJ,94500.0,10600000.0
You Again,2010,"['Comedy', 'Family', 'Romance']",105.0,5.8,46690,BV,25700000.0,6300000.0
Nanny McPhee Returns,2010,"['Comedy', 'Family', 'Fantasy']",109.0,6.1,25048,Uni.,29000000.0,64200000.0
Cirkus Columbia,2010,"['Comedy', 'Drama', 'Romance']",113.0,7.3,2336,Strand,3500.0,9500.0
In Darkness,2011,"['Drama', 'War']",145.0,7.3,9328,SPC,1000000.0,4500000.0
"I, Frankenstein",2014,"['Action', 'Fantasy', 'Horror']",92.0,5.1,74910,LGF,19100000.0,52100000.0
Somewhere,2010,"['Comedy', 'Drama']",97.0,6.3,40250,Focus,1800000.0,12200000.0
