movie,year,genres,runtime_minutes,averagerating,numvotes,studio,domestic_gross,foreign_gross
Addicted,2014,"['Drama', 'Thriller']",106.0,5.2,7640,LGF,17400000.0,0.0
Generation Iron,2013,"['Documentary', 'Drama', 'Sport']",106.0,7.1,7128,TVC,850000.0,0.0
Before Midnight,2013,"['Drama', 'Romance']",109.0,7.9,123107,SPC,8100000.0,3100000.0
Transcendence,2014,"['Action', 'Drama', 'Sci-Fi']",119.0,6.3,204481,WB,23000000.0,80000000.0
Half of a Yellow Sun,2013,"['Drama', 'Romance']",111.0,6.1,1595,Mont.,54500.0,0.0
The Nun,2013,['Drama'],112.0,6.5,1401,WB (NL),117500000.0,248100000.0
Paulette,2012,"['Comedy', 'Crime']",87.0,6.6,6279,Cohen,29500.0,0.0
Katy Perry: Part of Me,2012,"['Documentary', 'Music']",93.0,5.9,13034,Par.,25300000.0,7400000.0
A Hijacking,2012,"['Drama', 'Thriller']",103.0,7.2,14771,Magn.,414000.0,0.0
Louder Than Bombs,2015,['Drama'],109.0,6.6,10720,Orch.,164000.0,0.0
Closed Circuit,2013,"['Crime', 'Drama', 'Mystery']",96.0,6.2,20442,Focus,5800000.0,0.0
Fill the Void,2012,"['Drama', 'Romance']",90.0,6.7,3450,SPC,1800000.0,0.0
Seymour: An Introduction,2014,"['Biography', 'Documentary', 'Music']",84.0,7.5,921,IFC,744000.0,0.0
Now You See Me,2012,"['Drama', 'Horror', 'Thriller']",98.0,7.0,237,LG/S,117700000.0,234000000.0
Draft Day,2014,"['Drama', 'Sport']",110.0,6.8,48812,LG/S,28800000.0,620000.0
Lootera,2013,"['Drama', 'Romance']",136.0,7.3,13416,Eros,582000.0,0.0
The Mountain Between Us,2017,"['Action', 'Adventure', 'Drama']",112.0,6.4,57033,Fox,30300000.0,32500000.0
Don Jon,2013,"['Comedy', 'Drama', 'Romance']",90.0,6.6,216350,Rela.,24500000.0,6000000.0
Table No. 21,2013,"['Adventure', 'Thriller']",108.0,7.1,10185,Eros,46700.0,0.0
Gone,2012,['Drama'],50.0,6.6,7,LG/S,11700000.0,6400000.0
Canopy,2013,"['Adventure', 'Drama', 'Thriller']",84.0,4.9,919,Mont.,8500.0,0.0
Kin,2012,"['Drama', 'Music']",45.0,8.6,46,LGF,5700000.0,4300000.0
Calvary,2014,['Drama'],102.0,7.4,52266,FoxS,3600000.0,13300000.0
The Internship,2013,['Comedy'],119.0,6.3,179817,Fox,44700000.0,48800000.0
The Love Punch,2013,['Comedy'],94.0,5.7,11848,KE,267000.0,4500000.0
Dear White People,2014,"['Comedy', 'Drama', 'Romance']",108.0,6.1,23321,RAtt.,4400000.0,0.0
The Quiet Ones,2014,"['Horror', 'Mystery', 'Thriller']",98.0,5.1,17967,LGF,8500000.0,9300000.0
White Bird in a Blizzard,2014,"['Drama', 'Mystery', 'Thriller']",91.0,6.4,25376,Magn.,33800.0,0.0
Love in the Buff,2012,"['Comedy', 'Romance']",112.0,6.9,1507,CL,256000.0,0.0
Valerian and the City of a Thousand Planets,2017,"['Action', 'Adventure', 'Fantasy']",137.0,6.5,139792,STX,41200000.0,184700000.0
Think Like a Man Too,2014,"['Comedy', 'Romance']",106.0,5.8,18533,SGem,65200000.0,5000000.0
Money Monster,2016,"['Crime', 'Drama', 'Thriller']",98.0,6.5,86607,TriS,41000000.0,52300000.0
A Haunted House,2013,"['Comedy', 'Fantasy']",86.0,5.1,40308,ORF,40000000.0,20100000.0
I Give It a Year,2013,"['Comedy', 'Romance']",97.0,5.7,34091,Magn.,34700.0,28200000.0
Miss You Already,2015,"['Comedy', 'Drama', 'Romance']",112.0,6.8,15583,RAtt.,1200000.0,0.0
Big Hero 6,2014,"['Action', 'Adventure', 'Animation']",102.0,7.8,371204,BV,222500000.0,435300000.0
The Cut,2014,"['Adventure', 'Drama', 'History']",138.0,6.3,4769,Strand,28100.0,0.0
Wildlife,2012,['Drama'],115.0,6.8,12,IFC,1100000.0,2000000.0
Ghanchakkar,2013,"['Comedy', 'Crime', 'Thriller']",137.0,5.7,4374,UTV,203000.0,0.0
When the Game Stands Tall,2014,"['Drama', 'Family', 'Sport']",115.0,6.7,14498,TriS,30100000.0,0.0
In Bloom,2013,"['Drama', 'Romance', 'Thriller']",87.0,5.8,857,BWP,56100.0,0.0
Spider-Man: Homecoming,2017,"['Action', 'Adventure', 'Sci-Fi']",133.0,7.5,426302,Sony,334200000.0,546000000.0
Beyond the Hills,2012,['Drama'],152.0,7.6,10611,IFC,125000.0,0.0
Fading Gigolo,2013,['Comedy'],90.0,6.2,22473,MNE,3800000.0,9600000.0
Caught in the Web,2012,['Drama'],117.0,6.5,858,Vita.,1100.0,0.0
Leap!,2016,"['Adventure', 'Animation', 'Comedy']",89.0,6.8,16582,Wein.,21900000.0,81400000.0
Black Sea,2014,"['Adventure', 'Drama', 'Thriller']",114.0,6.4,32021,Focus,1200000.0,0.0
A Five Star Life,2013,"['Drama', 'Romance']",85.0,6.3,2203,MBox,307000.0,2200000.0
Sunset Song,2015,['Drama'],135.0,6.4,2938,Magn.,160000.0,0.0
The Founder,2012,"['Comedy', 'Sci-Fi']",108.0,5.9,33,Wein.,12800000.0,11300000.0
More Than Honey,2012,['Documentary'],95.0,7.6,3740,KL,79800.0,0.0
Ride Along,2012,['Action'],87.0,4.4,14,Uni.,134900000.0,19500000.0
Dragon Ball Z: Battle of Gods,2013,"['Action', 'Adventure', 'Animation']",85.0,7.2,24180,SV,2600000.0,47800000.0
The Raid 2,2014,"['Action', 'Crime', 'Thriller']",150.0,8.0,104517,SPC,2600000.0,0.0
Vulgaria,2012,['Comedy'],93.0,6.3,1263,CL,59100.0,0.0
Kung Fu Panda 3,2016,"['Action', 'Adventure', 'Animation']",95.0,7.1,116166,Fox,143500000.0,377600000.0
Gone Girl,2014,"['Drama', 'Mystery', 'Thriller']",149.0,8.1,761592,Fox,167800000.0,201600000.0
Magic Mike XXL,2015,"['Comedy', 'Drama', 'Music']",115.0,5.6,48497,WB,66000000.0,56500000.0
Museum Hours,2012,['Drama'],107.0,6.9,1800,CGld,561000.0,0.0
True Story,2015,"['Crime', 'Drama', 'Mystery']",99.0,6.3,52063,FoxS,4700000.0,0.0
Satyagraha,2013,['Drama'],152.0,6.0,4559,UTV,739000.0,0.0
Friend Request,2013,['Thriller'],91.0,4.0,116,ENTMP,3800000.0,0.0
Finding Dory,2016,"['Adventure', 'Animation', 'Comedy']",97.0,7.3,213542,BV,486300000.0,542300000.0
The Grand Budapest Hotel,2014,"['Adventure', 'Comedy', 'Crime']",99.0,8.1,633604,FoxS,59300000.0,115500000.0
Blue Is the Warmest Color,2013,"['Drama', 'Romance']",180.0,7.8,124409,IFC,2200000.0,5200000.0
Love the Coopers,2015,"['Comedy', 'Fantasy', 'Romance']",107.0,5.8,18018,LGF,26300000.0,16100000.0
The SpongeBob Movie: Sponge Out of Water,2015,"['Adventure', 'Animation', 'Comedy']",92.0,6.0,43560,Par.,163000000.0,162200000.0
Muppets Most Wanted,2014,"['Adventure', 'Comedy', 'Crime']",107.0,6.4,29018,BV,51200000.0,29200000.0
Jumanji: Welcome to the Jungle,2017,"['Action', 'Adventure', 'Comedy']",119.0,7.0,242735,Sony,404500000.0,557600000.0
On My Way,2013,"['Comedy', 'Drama']",116.0,6.4,2009,Cohen,317000.0,0.0
The Devil's Hand,2014,"['Horror', 'Thriller']",86.0,5.0,3339,RAtt.,5700.0,0.0
Chakravyuh,2012,"['Action', 'Drama', 'Thriller']",152.0,6.9,2838,Eros,152000.0,0.0
The Canyons,2013,"['Drama', 'Thriller']",99.0,3.8,9838,IFC,56800.0,0.0
Minions,2015,"['Adventure', 'Animation', 'Comedy']",91.0,6.4,193917,Uni.,336000000.0,823400000.0
22 Jump Street,2014,"['Action', 'Comedy', 'Crime']",112.0,7.0,319504,Sony,191700000.0,139600000.0
Frozen,2013,"['Adventure', 'Animation', 'Comedy']",102.0,7.5,516998,BV,400700000.0,875700000.0
Becoming Traviata,2012,"['Documentary', 'Musical']",120.0,7.0,98,Distrib.,62700.0,0.0
Waste Land,2014,"['Drama', 'Thriller']",97.0,5.5,257,Arth.,188000.0,88700.0
Falcon Rising,2014,"['Action', 'Adventure']",103.0,5.8,6955,Free,11800.0,0.0
Tai Chi Hero,2012,"['Action', 'Adventure']",100.0,6.2,3110,WGUSA,35100.0,347000.0
Come What May,2015,"['Drama', 'War']",114.0,6.7,782,Cohen,37800.0,0.0
Sherlock Gnomes,2018,"['Adventure', 'Animation', 'Comedy']",86.0,5.1,8030,Par.,43200000.0,47100000.0
Love Is in the Air,2013,"['Comedy', 'Romance']",96.0,6.3,4229,FCW,8400.0,0.0
Pieta,2012,"['Crime', 'Drama']",104.0,7.2,11521,Drft.,22100.0,3600000.0
Shootout at Wadala,2013,"['Action', 'Crime']",155.0,5.9,5610,Eros,370000.0,0.0
The Dance of Reality,2013,"['Biography', 'Drama', 'Fantasy']",133.0,7.5,6682,Abk.,294000.0,0.0
Olympus Has Fallen,2013,"['Action', 'Thriller']",119.0,6.5,235443,FD,98900000.0,71300000.0
The Selfish Giant,2013,['Drama'],91.0,7.3,10682,IFC,12200.0,0.0
Mandela: Long Walk to Freedom,2013,"['Biography', 'Drama', 'History']",141.0,7.1,25027,Wein.,8300000.0,19000000.0
The Green Prince,2014,"['Biography', 'Documentary']",101.0,7.2,2482,MBox,258000.0,0.0
The 5th Wave,2016,"['Action', 'Adventure', 'Drama']",112.0,5.2,90788,Sony,34900000.0,75000000.0
Sound City,2013,"['Documentary', 'Music']",107.0,7.8,11439,Vari.,423000.0,0.0
We Are What We Are,2013,"['Drama', 'Horror', 'Thriller']",105.0,5.9,18381,EOne,81400.0,0.0
Double Trouble,2012,"['Action', 'Comedy']",87.0,3.6,201,CL,44800.0,0.0
The Gallows,2015,"['Horror', 'Mystery', 'Thriller']",81.0,4.2,17763,WB (NL),22800000.0,20200000.0
Singham Returns,2014,"['Action', 'Drama']",142.0,5.7,6554,Eros,1200000.0,0.0
The Hobbit: The Battle of the Five Armies,2014,"['Adventure', 'Fantasy']",144.0,7.4,438621,WB (NL),255100000.0,700900000.0
Homefront,2013,"['Action', 'Thriller']",100.0,6.5,98549,ORF,20200000.0,22900000.0
A Werewolf Boy,2012,"['Fantasy', 'Romance']",122.0,7.4,5657,CJ,343000.0,41300000.0
Una,2016,"['Drama', 'Romance']",94.0,6.2,7921,EF,22800.0,0.0
Alien: Covenant,2017,"['Horror', 'Sci-Fi', 'Thriller']",122.0,6.4,226920,Fox,74300000.0,166600000.0
Enemy,2013,"['Mystery', 'Thriller']",91.0,6.9,143250,A24,1000000.0,2400000.0
Vicky Donor,2012,"['Comedy', 'Romance']",126.0,7.8,35465,Eros,549000.0,0.0
The Grand Seduction,2013,['Comedy'],113.0,7.0,14435,EOne,3400000.0,0.0
ABCD (Any Body Can Dance),2013,"['Drama', 'Music']",160.0,6.4,5695,UTV,222000.0,0.0
My Life as a Zucchini,2016,"['Animation', 'Comedy', 'Drama']",66.0,7.8,17082,GK,310000.0,0.0
The Babadook,2014,"['Drama', 'Horror']",94.0,6.8,171411,IFC,964000.0,9300000.0
Truth or Dare,2012,"['Comedy', 'Romance']",100.0,5.0,10,Uni.,41400000.0,53900000.0
Fifty Shades of Grey,2015,"['Drama', 'Romance', 'Thriller']",125.0,4.1,279126,Uni.,166200000.0,404800000.0
Mojave,2015,"['Drama', 'Thriller']",93.0,5.2,3726,A24,8300.0,0.0
Strangerland,2015,"['Drama', 'Mystery', 'Thriller']",112.0,5.2,7999,Alc,17500.0,0.0
A Girl Walks Home Alone at Night,2014,"['Drama', 'Horror']",101.0,7.0,26631,KL,492000.0,0.0
The Captive,2014,"['Crime', 'Drama', 'Mystery']",112.0,5.9,27017,A24,1100000.0,0.0
Mary Queen of Scots,2018,"['Biography', 'Drama', 'History']",124.0,6.3,23866,Focus,16500000.0,29900000.0
The Thieves,2012,"['Action', 'Comedy', 'Crime']",135.0,6.8,8044,WGUSA,686000.0,82800000.0
Walk with Me,2017,['Documentary'],94.0,6.2,708,Gathr,727000.0,0.0
7 Boxes,2012,"['Adventure', 'Crime', 'Drama']",105.0,7.2,4727,BGP,38100.0,267000.0
The Expendables 3,2014,"['Action', 'Adventure', 'Thriller']",126.0,6.1,156432,LGF,39300000.0,175300000.0
The Zero Theorem,2013,"['Comedy', 'Drama', 'Fantasy']",107.0,6.1,42082,Ampl.,258000.0,513000.0
Fruitvale Station,2013,"['Biography', 'Drama', 'Romance']",85.0,7.5,68187,Wein.,16100000.0,1300000.0
Madame Bovary,2014,['Drama'],118.0,5.7,6900,Alc,44200.0,0.0
Snatched,2017,"['Action', 'Adventure', 'Comedy']",90.0,4.5,29997,Fox,45900000.0,15000000.0
Blue Jasmine,2013,['Drama'],98.0,7.3,179453,SPC,33400000.0,64099999.0
White House Down,2013,"['Action', 'Drama', 'Thriller']",131.0,6.4,191791,Sony,73100000.0,132300000.0
Tumbledown,2015,"['Comedy', 'Music', 'Romance']",105.0,6.2,5906,SM,135000.0,0.0
Gold,2013,"['Adventure', 'Drama', 'Western']",101.0,6.2,986,Wein.,7200000.0,7700000.0
Kochadaiiyaan,2014,"['Action', 'Animation']",124.0,6.5,4527,Eros,817000.0,0.0
The Woman in Black 2: Angel of Death,2014,"['Drama', 'Horror', 'Thriller']",98.0,4.9,24592,Rela.,26500000.0,22400000.0
Third Person,2013,"['Drama', 'Romance']",137.0,6.4,24937,SPC,1000000.0,0.0
Himmatwala,2013,"['Action', 'Comedy', 'Drama']",150.0,1.7,7384,UTV,271000.0,0.0
The Rover,2014,"['Action', 'Crime', 'Drama']",103.0,6.4,40576,A24,1100000.0,2100000.0
Frances Ha,2012,"['Comedy', 'Drama', 'Romance']",86.0,7.4,60026,IFC,4099999.0,0.0
Mississippi Grind,2015,"['Comedy', 'Drama']",108.0,6.4,17206,A24,131000.0,0.0
The Daughter,2013,"['Action', 'Drama', 'Thriller']",86.0,4.8,169,KL,26400.0,0.0
The Lunchbox,2013,"['Drama', 'Romance']",104.0,7.8,42618,SPC,4200000.0,0.0
"1,000 Times Good Night",2013,"['Drama', 'War']",117.0,7.1,6848,FM,53900.0,0.0
Teri Meri Kahaani,2012,"['Comedy', 'Drama', 'Romance']",117.0,4.8,3625,Eros,781000.0,0.0
Bhaag Milkha Bhaag,2013,"['Biography', 'Drama', 'Sport']",186.0,8.2,54802,Relbig.,1600000.0,0.0
Jobs,2013,"['Biography', 'Drama']",128.0,5.9,88788,ORF,16100000.0,19800000.0
Rio 2,2014,"['Adventure', 'Animation', 'Comedy']",101.0,6.3,72209,Fox,131500000.0,368600000.0
The Berlin File,2013,"['Action', 'Thriller']",120.0,6.6,5930,CJ,665000.0,48300000.0
The Great Beauty,2013,['Drama'],141.0,7.8,72297,Jan.,2900000.0,18500000.0
Unfinished Business,2015,"['Comedy', 'Drama']",91.0,5.4,29004,Fox,10200000.0,4200000.0
Live by Night,2016,"['Action', 'Crime', 'Drama']",129.0,6.4,47243,WB,10400000.0,12300000.0
The Intern,2015,"['Comedy', 'Drama']",121.0,7.1,191494,WB,75800000.0,118800000.0
Ragnarok,2013,"['Action', 'Adventure']",100.0,5.9,6974,Magn.,1400.0,3700000.0
Robin Hood,2013,"['Action', 'Drama']",92.0,6.3,78,Uni.,105300000.0,216400000.0
The Pyramid,2013,['Horror'],90.0,3.9,102,Fox,2800000.0,14100000.0
Runner Runner,2013,"['Crime', 'Thriller']",88.0,5.6,58235,Fox,19300000.0,43400000.0
The Disappointments Room,2016,"['Drama', 'Horror', 'Thriller']",85.0,3.9,8167,Rela.,2400000.0,0.0
We Are the Best!,2013,"['Drama', 'Music']",102.0,7.2,9290,Magn.,181000.0,0.0
Stories We Tell,2012,['Documentary'],108.0,7.6,11232,RAtt.,1600000.0,0.0
Mugamoodi,2012,"['Action', 'Adventure']",150.0,5.0,835,UTV,101000.0,0.0
A Private War,2018,"['Biography', 'Drama', 'War']",110.0,6.7,9882,Aviron,1600000.0,2200000.0
Bird People,2014,"['Drama', 'Fantasy', 'Romance']",127.0,6.1,2742,IFC,32100.0,0.0
Horses of God,2012,['Drama'],115.0,7.1,1487,KL,14800.0,0.0
Lolo,2012,['Documentary'],60.0,7.9,22,FR,24100.0,0.0
Need for Speed,2014,"['Action', 'Crime', 'Thriller']",132.0,6.5,154909,BV,43600000.0,159700000.0
R... Rajkumar,2013,['Action'],146.0,5.2,4769,Eros,167000.0,0.0
Pioneer,2013,['Thriller'],111.0,6.0,4448,Magn.,6900.0,0.0
Short Term 12,2013,['Drama'],96.0,8.0,73063,Cdgm.,1000000.0,0.0
Painted Skin: The Resurrection,2012,"['Fantasy', 'Mystery', 'Romance']",131.0,6.3,2898,WGUSA,50400.0,0.0
Paradise: Faith,2012,['Drama'],115.0,6.8,3815,Strand,6500.0,0.0
Paradise: Hope,2013,['Drama'],92.0,6.7,3795,Strand,6700.0,0.0
Kick,2014,"['Action', 'Comedy', 'Crime']",146.0,5.4,21775,UTV,2500000.0,0.0
2 States,2014,"['Comedy', 'Drama', 'Romance']",149.0,6.9,21715,UTV,2200000.0,0.0
Deliver Us from Evil,2014,"['Horror', 'Mystery', 'Thriller']",118.0,6.2,63793,SGem,30600000.0,57400000.0
Instructions Not Included,2013,"['Comedy', 'Drama']",115.0,7.6,26866,LGF,44500000.0,54600000.0
The Glass Castle,2017,"['Biography', 'Drama']",127.0,7.2,23580,LGF,17300000.0,4600000.0
Bright Days Ahead,2013,"['Drama', 'Romance']",94.0,6.3,1449,Trib.,21800.0,1400000.0
Spectre,2015,"['Action', 'Adventure', 'Thriller']",148.0,6.8,352504,Sony,200100000.0,680600000.0
Coco,2017,"['Adventure', 'Animation', 'Comedy']",105.0,8.4,277194,BV,209700000.0,597400000.0
Words and Pictures,2013,"['Comedy', 'Drama', 'Romance']",111.0,6.6,9280,RAtt.,2200000.0,1200000.0
Brooklyn,2015,"['Drama', 'Romance']",117.0,7.5,117021,FoxS,38300000.0,23800000.0
Mission: Impossible - Rogue Nation,2015,"['Action', 'Adventure', 'Thriller']",131.0,7.4,311704,Par.,195000000.0,487700000.0
Fed Up,2014,['Documentary'],92.0,7.7,10660,RTWC,1500000.0,0.0
The Huntsman: Winter's War,2016,"['Action', 'Adventure', 'Drama']",114.0,6.1,87714,Uni.,48400000.0,116600000.0
Jerusalem,2013,['Documentary'],44.0,7.3,1056,NGE,8000000.0,1300000.0
Dark Skies,2013,"['Horror', 'Sci-Fi', 'Thriller']",97.0,6.3,65754,W/Dim.,17400000.0,9000000.0
Keeping Up with the Joneses,2016,"['Action', 'Comedy']",105.0,5.9,51630,Fox,14900000.0,15000000.0
Delivery Man,2013,"['Comedy', 'Drama']",105.0,6.4,70706,BV,30700000.0,19300000.0
The Girl on the Train,2013,['Thriller'],80.0,4.4,819,Strand,208000.0,97100.0
Souvenir,2016,"['Drama', 'Music', 'Romance']",90.0,6.0,823,Strand,11400.0,0.0
Flipped,2015,"['Drama', 'Thriller']",90.0,6.0,440,WB,1800000.0,0.0
Ain't Them Bodies Saints,2013,"['Crime', 'Drama', 'Romance']",96.0,6.4,19464,IFC,397000.0,635000.0
Oculus,2013,"['Horror', 'Mystery']",104.0,6.5,106906,Rela.,27700000.0,16300000.0
Souvenir,2014,"['Comedy', 'Romance']",86.0,5.9,9,Strand,11400.0,0.0
Cuban Fury,2014,"['Comedy', 'Romance', 'Sport']",98.0,6.2,16972,EOne,92400.0,0.0
Enough Said,2013,"['Comedy', 'Drama', 'Romance']",93.0,7.0,55698,FoxS,17600000.0,7700000.0
Le Week-End,2013,"['Comedy', 'Drama', 'Romance']",93.0,6.3,7266,MBox,2200000.0,0.0
A Quiet Passion,2016,"['Biography', 'Drama']",125.0,6.5,4582,MBox,1900000.0,0.0
Howl,2015,"['Action', 'Fantasy', 'Horror']",89.0,5.3,9732,Osci.,617000.0,566000.0
Kill Me Three Times,2014,"['Action', 'Comedy', 'Crime']",90.0,5.9,18238,Magn.,24300.0,0.0
"Life, Above All",2012,"['Biography', 'Drama']",93.0,5.6,248,SPC,134000.0,0.0
Avengers: Age of Ultron,2015,"['Action', 'Adventure', 'Sci-Fi']",141.0,7.3,665594,BV,459000000.0,946400000.0
20 Feet from Stardom,2013,"['Documentary', 'Music']",91.0,7.4,11312,RTWC,4900000.0,0.0
Predestination,2014,"['Drama', 'Mystery', 'Sci-Fi']",97.0,7.5,225349,VE,68400.0,0.0
The Homesman,2014,"['Drama', 'Western']",122.0,6.6,27724,Saban,2400000.0,0.0
Smurfs: The Lost Village,2017,"['Adventure', 'Animation', 'Comedy']",90.0,6.0,15612,Sony,45000000.0,152200000.0
Goodbye to Language,2014,"['Drama', 'Fantasy']",70.0,5.9,4908,KL,390000.0,0.0
The Invitation,2015,"['Drama', 'Horror', 'Mystery']",100.0,6.7,70213,Drft.,232000.0,0.0
Anomalisa,2015,"['Animation', 'Comedy', 'Drama']",90.0,7.3,58010,Par.,3800000.0,1900000.0
Jimi: All Is by My Side,2013,"['Biography', 'Drama', 'Music']",118.0,5.7,5726,XL,341000.0,0.0
Dark Places,2015,"['Action', 'Drama', 'Mystery']",113.0,6.2,38160,A24,209000.0,0.0
Dom Hemingway,2013,"['Comedy', 'Crime', 'Drama']",93.0,6.2,24557,FoxS,524000.0,0.0
Kick,2015,"['Drama', 'Horror', 'Thriller']",76.0,3.2,218,UTV,2500000.0,0.0
The November Man,2014,"['Action', 'Crime', 'Thriller']",108.0,6.3,59293,Rela.,25000000.0,7500000.0
Unknown,2012,['Drama'],96.0,6.9,14,WB,63700000.0,67099999.0
Carol,2015,"['Drama', 'Romance']",118.0,7.2,100680,Wein.,12700000.0,27600000.0
The Green Inferno,2013,"['Adventure', 'Horror']",100.0,5.3,33239,BH Tilt,7200000.0,0.0
Desert Dancer,2014,"['Biography', 'Drama', 'Music']",104.0,6.2,1653,Rela.,155000.0,0.0
Belle,2013,"['Biography', 'Drama', 'Romance']",100.0,7.4,25780,FoxS,10700000.0,0.0
Gods of Egypt,2016,"['Action', 'Adventure', 'Fantasy']",127.0,5.4,95111,LG/S,31200000.0,119500000.0
Woman in Gold,2015,"['Biography', 'Drama', 'History']",109.0,7.3,48501,Wein.,33299999.0,28300000.0
The Past,2013,"['Drama', 'Mystery']",130.0,7.8,41191,SPC,1300000.0,9300000.0
The Heat,2013,"['Action', 'Comedy', 'Crime']",117.0,6.6,153501,Fox,159600000.0,70300000.0
The Happy Prince,2018,"['Biography', 'Drama']",105.0,6.3,3220,SPC,466000.0,0.0
Venus in Fur,2013,['Drama'],96.0,7.2,15872,IFC,374000.0,8000000.0
Walking the Camino: Six Ways to Santiago,2013,"['Adventure', 'Documentary']",84.0,7.3,269,FEF,613000.0,0.0
Atomic Blonde,2017,"['Action', 'Mystery', 'Thriller']",115.0,6.7,150407,Focus,51700000.0,48300000.0
Ek Thi Daayan,2013,"['Horror', 'Romance', 'Thriller']",135.0,5.7,3555,Eros,112000.0,0.0
Husbands in Goa,2012,['Comedy'],140.0,3.6,204,UTV,10100.0,0.0
Adrift,2012,['Drama'],65.0,6.0,6,STX,31400000.0,28500000.0
The House,2011,['Animation'],72.0,7.3,58,WB (NL),25600000.0,8600000.0
Killers,2014,"['Action', 'Crime', 'Drama']",137.0,6.5,4472,LGF,47100000.0,51100000.0
Open Windows,2014,"['Crime', 'Horror', 'Thriller']",100.0,5.2,12764,Cdgm.,1800.0,0.0
The Campaign,2013,['Documentary'],60.0,6.9,14,WB,86900000.0,18000000.0
An Eye for Beauty,2014,['Drama'],102.0,5.5,1105,MR,9000.0,0.0
The Amazing Catfish,2013,"['Comedy', 'Drama']",89.0,7.0,1546,Strand,11300.0,0.0
The Wolfpack,2015,"['Biography', 'Documentary']",90.0,7.0,11069,Magn.,1300000.0,0.0
The Daughter,2012,['Drama'],110.0,7.4,357,KL,26400.0,0.0
Red Obsession,2013,"['Documentary', 'History', 'News']",75.0,6.7,1167,A23,13200.0,0.0
Gabbar is Back,2015,['Action'],128.0,7.2,21092,Eros,535000.0,0.0
Philomena,2013,"['Biography', 'Comedy', 'Drama']",98.0,7.6,88704,Wein.,37700000.0,62400000.0
Project Almanac,2015,"['Drama', 'Mystery', 'Sci-Fi']",106.0,6.4,71500,Par.,22300000.0,10900000.0
Go Goa Gone,2013,"['Action', 'Adventure', 'Comedy']",108.0,6.6,10397,Eros,298000.0,0.0
Singh Saab the Great,2013,"['Action', 'Drama']",134.0,5.8,2008,Eros,226000.0,0.0
Bluebeard,2012,['Horror'],98.0,6.1,19,Strand,33500.0,5200.0
Bluebeard,2012,['Horror'],98.0,6.1,19,WGUSA,43100.0,0.0
Taken 3,2014,"['Action', 'Thriller']",108.0,6.0,165072,Fox,89300000.0,237200000.0
Joy,2015,['Drama'],124.0,6.6,118086,Fox,56500000.0,44700000.0
Abduction,2011,"['Horror', 'Thriller']",84.0,5.2,10,LGF,28100000.0,54000000.0
V/H/S/2,2013,"['Horror', 'Thriller']",96.0,6.1,33319,Magn.,21800.0,0.0
The Peanuts Movie,2015,"['Adventure', 'Animation', 'Comedy']",88.0,7.1,39149,Fox,130199999.0,116100000.0
Clouds of Sils Maria,2014,['Drama'],124.0,6.7,24671,IFC,1900000.0,0.0
Bears,2014,['Documentary'],78.0,7.4,5948,BV,17800000.0,3500000.0
Lost in Thailand,2012,"['Adventure', 'Comedy', 'Drama']",105.0,6.3,2623,WAMCR,57400.0,197700000.0
Truth,2013,"['Drama', 'Romance', 'Thriller']",94.0,5.1,513,SPC,2500000.0,0.0
Walk of Shame,2014,['Comedy'],95.0,6.0,48134,FCW,59200.0,0.0
Hateship Loveship,2013,"['Drama', 'Romance']",104.0,6.2,6091,IFC,54000.0,0.0
The Escape,2013,"['Drama', 'Thriller']",107.0,7.3,247,IFC,14000.0,0.0
And So It Goes,2014,"['Comedy', 'Drama', 'Romance']",94.0,5.8,11597,CE,15200000.0,10200000.0
Human Capital,2013,['Drama'],111.0,7.3,10468,FM,159000.0,0.0
Paranormal Activity: The Ghost Dimension,2015,"['Horror', 'Mystery', 'Thriller']",88.0,4.6,22361,Par.,18300000.0,60600000.0
Get on Up,2014,"['Biography', 'Drama', 'Music']",139.0,6.9,19024,Uni.,30700000.0,2700000.0
Paranormal Activity: The Marked Ones,2014,"['Horror', 'Mystery', 'Thriller']",84.0,5.0,37147,Par.,32500000.0,58400000.0
Mr. Turner,2014,"['Biography', 'Drama', 'History']",150.0,6.8,22661,SPC,4000000.0,18200000.0
The Hallow,2015,['Horror'],97.0,5.7,13848,IFC,13900.0,0.0
Elena,2012,"['Biography', 'Documentary', 'Drama']",80.0,7.7,1235,Zeit.,233000.0,0.0
Grand Masti,2013,"['Comedy', 'Drama', 'Romance']",137.0,4.4,5338,Eros,414000.0,0.0
Moscow Never Sleeps,2017,['Drama'],100.0,5.6,224,CAVU,25300.0,0.0
Palo Alto,2013,['Drama'],100.0,6.2,25402,Trib.,768000.0,0.0
5 to 7,2014,"['Comedy', 'Drama', 'Romance']",95.0,7.1,16605,IFC,163000.0,0.0
The Square,2013,"['Documentary', 'Drama', 'History']",108.0,8.1,7998,Magn.,1500000.0,0.0
The Keeping Room,2014,"['Drama', 'Western']",95.0,6.0,5690,Drft.,27200.0,0.0
May in the Summer,2013,"['Comedy', 'Drama']",99.0,5.6,655,Cohen,22000.0,112000.0
Ip Man: The Final Fight,2013,"['Action', 'Biography', 'Drama']",100.0,6.2,9630,WGUSA,37900.0,0.0
Loving,2012,"['Drama', 'Romance']",105.0,7.1,257,Focus,7800000.0,5200000.0
Nerve,2013,"['Drama', 'Mystery', 'Thriller']",86.0,4.6,118,LGF,38600000.0,46700000.0
Burnt,2015,"['Comedy', 'Drama']",101.0,6.6,95988,Wein.,13700000.0,23000000.0
